# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_29	cds	89251	89715	+	LDJNFA_03400		Lipoprotein signal peptidase	SO:0001217, UniRef:UniRef50_Q74JC2
contig_29	cds	89717	90625	+	LDJNFA_03405		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_A0A0M4CPM5
contig_29	cds	90636	91691	+	LDJNFA_03410		Putative carbamoyl-phosphate synthase, small subunit	SO:0001217, UniRef:UniRef50_C8PAL9
contig_29	cds	91696	94890	+	LDJNFA_03415		Carbamoyl-phosphate synthase pyrimidine-specific large chain	SO:0001217, UniRef:UniRef50_Q1GA90
contig_29	cds	94945	96636	-	LDJNFA_03420	rqcH	Rqc2-like protein RqcH	SO:0001217, UniRef:UniRef50_Q1GA87
contig_29	cds	96871	97284	+	LDJNFA_03425	marR	MarR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A437SXW2
contig_29	cds	97345	98220	+	LDJNFA_03430	degV	DegV family protein	SO:0001217, UniRef:UniRef50_A0A805YQ99
contig_29	cds	98428	99492	-	LDJNFA_03435	xerS	Tyrosine recombinase XerS	SO:0001217, UniRef:UniRef50_N2A8H4
contig_29	cds	100410	100649	+	LDJNFA_03440		hypothetical protein	
contig_29	cds	100679	100963	+	LDJNFA_03445		hypothetical protein	
contig_29	cds	101438	101794	+	LDJNFA_03450		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2AEB2
contig_29	cds	101838	102419	-	LDJNFA_03455		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_A0A401IT27
contig_29	cds	102496	103431	-	LDJNFA_03460		putative manganese-dependent inorganic pyrophosphatase	SO:0001217, UniRef:UniRef50_P95765
contig_29	cds	103456	104412	-	LDJNFA_03465		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2A096
contig_29	cds	104733	107207	-	LDJNFA_03470		DNA topoisomerase 4 subunit A	SO:0001217, UniRef:UniRef50_Q5HPI5
contig_29	cds	107224	109167	-	LDJNFA_03475		DNA topoisomerase 4 subunit B	SO:0001217, UniRef:UniRef50_A0A8J3EY86
contig_29	cds	109254	109883	+	LDJNFA_03480		Glycerol-3-phosphate acyltransferase 2	SO:0001217, UniRef:UniRef50_Q5FK09
contig_29	cds	110459	111349	-	LDJNFA_03485		Aldose epimerase	SO:0001217, UniRef:UniRef50_Q74JJ4
contig_29	cds	111439	111990	-	LDJNFA_03490		hypothetical protein	PFAM:PF13302.10, PFAM:PF13420.10
contig_29	cds	112005	113399	-	LDJNFA_03495	hslU	ATP-dependent protease ATPase subunit HslU	SO:0001217, UniRef:UniRef50_Q92C73
contig_29	cds	113421	113945	-	LDJNFA_03500	hslV	ATP-dependent protease subunit HslV	SO:0001217, UniRef:UniRef50_Q48734
contig_29	cds	113942	114859	-	LDJNFA_03505	xerC	Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_A0A0D5MJ89
contig_29	cds	114859	116175	-	LDJNFA_03510		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	SO:0001217, UniRef:UniRef50_Q8REM9
contig_29	cds	116351	118453	-	LDJNFA_03515		DNA topoisomerase 1	SO:0001217, UniRef:UniRef50_Q2FHI8
contig_29	cds	118491	119378	-	LDJNFA_03520	dprA	DNA processing protein DprA	SO:0001217, UniRef:UniRef50_A0A0D5MIT2
contig_29	cds	119443	120207	-	LDJNFA_03525		Ribonuclease HII	SO:0001217, UniRef:UniRef50_A0A0R2MX92
contig_29	cds	120204	121043	-	LDJNFA_03530		Ribosome biogenesis GTPase A	SO:0001217, UniRef:UniRef50_A0A0D5MJ94
contig_29	cds	121132	121359	-	LDJNFA_03535		hypothetical protein	
contig_29	cds	121369	122220	-	LDJNFA_03540	degV	DegV family protein	SO:0001217, UniRef:UniRef50_A0A0D6A4D3
contig_29	cds	122341	123006	+	LDJNFA_03545		Hemolysin III	SO:0001217, UniRef:UniRef50_G6F7N0
contig_29	cds	123050	124249	-	LDJNFA_03550		CCA-adding enzyme	SO:0001217, UniRef:UniRef50_Q5FKF0
contig_29	cds	124331	125221	+	LDJNFA_03555		DUF2179 domain-containing protein	SO:0001217, UniRef:UniRef50_C8PAP2
contig_29	cds	125222	126478	-	LDJNFA_03560		Peptide-binding protein	SO:0001217, UniRef:UniRef50_N2ADA9
contig_29	cds	126559	126834	-	LDJNFA_03565		DNA-binding protein HU	SO:0001217, UniRef:UniRef50_Q9CI64
contig_29	cds	126976	128283	-	LDJNFA_03570		GTPase Der	SO:0001217, UniRef:UniRef50_Q8DS90
contig_29	cds	128346	129548	-	LDJNFA_03575		30S ribosomal protein S1	SO:0001217, UniRef:UniRef50_A0A137PP52
contig_29	cds	129620	130285	-	LDJNFA_03580		Cytidylate kinase	SO:0001217, UniRef:UniRef50_Q74JL8
contig_29	cds	130326	130814	-	LDJNFA_03585		hypothetical protein	PFAM:PF01476.23
contig_29	cds	130928	131620	-	LDJNFA_03590		Riboflavin transporter	SO:0001217, UniRef:UniRef50_A0A2X0PDQ1
contig_29	ncRNA-region	131708	131822	-			FMN riboswitch (RFN element)	RFAM:RF00050, SO:0000035
contig_29	cds	131849	132568	-	LDJNFA_03595		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_A0A0R1UN55
contig_29	cds	132586	133161	-	LDJNFA_03600		Segregation and condensation protein B	SO:0001217, UniRef:UniRef50_Q1GAK5
contig_29	cds	133154	133891	-	LDJNFA_03605		Segregation and condensation protein A	SO:0001217, UniRef:UniRef50_Q74JM3
contig_29	cds	133897	134241	-	LDJNFA_03610	ribT	Protein RibT	SO:0001217, UniRef:UniRef50_D4YV36
contig_29	cds	134251	135150	-	LDJNFA_03615	xerC	Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_C8PAQ5
contig_29	cds	135143	136027	-	LDJNFA_03620		S1 motif domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FKG4
contig_29	cds	136144	137913	-	LDJNFA_03625		Pyruvate kinase	SO:0001217, UniRef:UniRef50_P34038
contig_29	cds	137942	138907	-	LDJNFA_03630		ATP-dependent 6-phosphofructokinase	SO:0001217, UniRef:UniRef50_P00512
contig_29	cds	139072	142197	-	LDJNFA_03635		DNA-directed DNA polymerase	SO:0001217, UniRef:UniRef50_D5H368
contig_29	cds	142306	142512	+	LDJNFA_03640		DUF2929 domain-containing protein	SO:0001217, UniRef:UniRef50_F2LZA6
contig_29	cds	142573	144129	-	LDJNFA_03645		Bifunctional metallophosphatase/5'-nucleotidase	SO:0001217, UniRef:UniRef50_Q74JN1
contig_29	cds	144187	144378	-	LDJNFA_03650		50S ribosomal protein L32	SO:0001217, UniRef:UniRef50_Q74JN2
contig_29	cds	144489	144707	-	LDJNFA_03655		LapA-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6A4F8
contig_29	cds	144710	145504	-	LDJNFA_03660		Oxidoreductase, short chain dehydrogenase/reductase family protein	SO:0001217, UniRef:UniRef50_C8PAR2
contig_29	cds	145501	146439	-	LDJNFA_03665		Ribonuclease Z	SO:0001217, UniRef:UniRef50_P60199
contig_29	cds	146453	148387	-	LDJNFA_03670		Acyl-transf-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5N031
contig_29	cds	148411	149712	-	LDJNFA_03675		GTPase Obg	SO:0001217, UniRef:UniRef50_Q49Y82
contig_29	cds	149781	151583	-	LDJNFA_03680		UvrABC system protein C	SO:0001217, UniRef:UniRef50_Q88VE9
contig_29	cds	152332	153708	+	LDJNFA_03685		Amino acid permease	SO:0001217, UniRef:UniRef50_Q74HI2
contig_29	cds	153764	154579	-	LDJNFA_03690		HAD family phosphatase	SO:0001217, UniRef:UniRef50_Q74J25
contig_29	cds	154560	155762	-	LDJNFA_03695		Coenzyme A biosynthesis bifunctional protein CoaBC	SO:0001217, UniRef:UniRef50_A0A7D9N745
contig_29	cds	155877	157301	+	LDJNFA_03700		Permease IIC component	SO:0001217, UniRef:UniRef50_A0A508WHA1
contig_29	cds	157439	158161	+	LDJNFA_03705		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1VDU5
contig_29	cds	158229	158939	-	LDJNFA_03710		hypothetical protein	PFAM:PF00392.24, PFAM:PF07702.16
contig_29	cds	159021	160364	-	LDJNFA_03715		Permease IIC component	SO:0001217, UniRef:UniRef50_A0A4Y3JWW8
contig_29	cds	160401	160898	-	LDJNFA_03720		PTS cellobiose transporter subunit IIA	SO:0001217, UniRef:UniRef50_I7KGK5
contig_29	cds	161030	161398	-	LDJNFA_03725		PTS system lactose-specific EIIA component	SO:0001217, UniRef:UniRef50_A0A380HJU5
contig_29	cds	161416	161751	-	LDJNFA_03730		Lichenan-specific phosphotransferase enzyme iib component (Pts system lichenan-specific eiib component) (Eiib-lic)	SO:0001217, UniRef:UniRef50_A0A0B7L2B6
contig_29	cds	161954	162685	+	LDJNFA_03735		hypothetical protein	PFAM:PF00392.24, PFAM:PF07702.16
contig_29	cds	162756	164204	+	LDJNFA_03740		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A0G9F6R4
contig_29	cds	164395	165321	+	LDJNFA_03745		Inosine-uridine preferring nucleoside hydrolase	SO:0001217, UniRef:UniRef50_D4YRJ9
contig_29	cds	165348	165872	+	LDJNFA_03750		Nudix hydrolase DR_0079	SO:0001217, UniRef:UniRef50_A0A380WSB1
contig_29	cds	165869	166384	-	LDJNFA_03755		CPBP family intramembrane metalloprotease	SO:0001217, UniRef:UniRef50_N2AB58
contig_29	cds	166503	166643	+	LDJNFA_03760		hypothetical protein	
contig_29	cds	166669	167895	-	LDJNFA_03765		hypothetical protein	
contig_29	cds	167888	168787	-	LDJNFA_03770		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A064C3G9
contig_30	cds	101	787	+	LDJNFA_03775		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5NHH5
contig_30	cds	832	1218	-	LDJNFA_03780		Glycerol-3-phosphate cytidylyltransferase	SO:0001217, UniRef:UniRef50_P27623
contig_30	cds	1338	2072	+	LDJNFA_03785		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	SO:0001217, UniRef:UniRef50_D4YVR2
contig_30	cds	2073	3173	+	LDJNFA_03790		Glycosyltransferase family 4 protein	SO:0001217, UniRef:UniRef50_N2AB48
contig_30	cds	3218	4696	+	LDJNFA_03795		Nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_O32090
contig_30	cds	4693	5523	+	LDJNFA_03800		NH(3)-dependent NAD(+) synthetase	SO:0001217, UniRef:UniRef50_A0A0R2DRL7
contig_30	cds	5705	8371	+	LDJNFA_03805		Cation transporter E1-E2 family ATPase	SO:0001217, UniRef:UniRef50_A0A380KWP0
contig_30	cds	8451	9620	+	LDJNFA_03810		CDP-glycerol--glycerophosphate glycerophosphotransferase	SO:0001217, UniRef:UniRef50_A0A0F4LS10
contig_30	cds	9617	11044	+	LDJNFA_03815		Polysacc-synt-C domain-containing protein	SO:0001217, UniRef:UniRef50_Q74I42
contig_30	cds	11049	11750	+	LDJNFA_03820		Glycosyl transferase	SO:0001217, UniRef:UniRef50_Q74I44
contig_30	cds	11731	12210	+	LDJNFA_03825		Protein SprT-like	SO:0001217, UniRef:UniRef50_A0A0R2I443
contig_30	tRNA	12263	12347	+	LDJNFA_03830	trnL	tRNA-Leu(aag)	SO:0000264
contig_30	cds	12403	13047	+	LDJNFA_03835		N-acetylmuramidase	SO:0001217, UniRef:UniRef50_S4WZW1
contig_30	cds	13260	13478	+	LDJNFA_03840		hypothetical protein	
contig_30	cds	13798	14166	+	LDJNFA_03845		hypothetical protein	
contig_30	cds	14350	16593	+	LDJNFA_03850		ATP-dependent DNA helicase	SO:0001217, UniRef:UniRef50_A0A3T0TRD7
contig_30	cds	16637	18646	+	LDJNFA_03855		DNA ligase	SO:0001217, UniRef:UniRef50_Q837V6
contig_30	cds	18648	19787	+	LDJNFA_03860		Sex pheromone biosynthesis protein	SO:0001217, UniRef:UniRef50_A0A0R1PDX3
contig_30	cds	19799	20101	+	LDJNFA_03865		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	SO:0001217, UniRef:UniRef50_Q5FLL2
contig_30	cds	20101	21543	+	LDJNFA_03870		Glutamyl-tRNA(Gln) amidotransferase subunit A	SO:0001217, UniRef:UniRef50_O06491
contig_30	cds	21548	22978	+	LDJNFA_03875		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	SO:0001217, UniRef:UniRef50_Q1GBF3
contig_30	cds	23003	23923	+	LDJNFA_03880		hypothetical protein	PFAM:PF19279.2
contig_30	cds	23995	24705	-	LDJNFA_03885		Bax inhibitor-1/YccA family protein	SO:0001217, UniRef:UniRef50_C2EW07
contig_30	cds	24799	26181	-	LDJNFA_03890		Na-H-antiporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4R5NS74
contig_30	cds	26600	27949	+	LDJNFA_03895		Uncharacterized RNA methyltransferase LJ_1698	SO:0001217, UniRef:UniRef50_Q74I68
contig_30	cds	28191	28367	-	LDJNFA_03900		hypothetical protein	
contig_31	cds	279	452	-	LDJNFA_03905		hypothetical protein	
contig_31	cds	695	1555	+	LDJNFA_03910		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A2X3F0B0
contig_31	cds	1758	3185	+	LDJNFA_03915		hypothetical protein	
contig_31	cds	3363	3935	+	LDJNFA_03920		hypothetical protein	
contig_31	cds	4013	4507	+	LDJNFA_03925		Tnp-DDE-dom domain-containing protein	SO:0001217, UniRef:UniRef50_K1NEK6
contig_31	cds	4491	4871	+	LDJNFA_03930		DDE-Tnp-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8H9F6X6
contig_31	cds	5044	5136	+	LDJNFA_03935		hypothetical protein	
contig_31	cds	5230	5718	+	LDJNFA_03940		hypothetical protein	
contig_31	cds	5739	6299	+	LDJNFA_03945		DNA-3-methyladenine glycosylase 1	SO:0001217, UniRef:UniRef50_A0A0D5MGQ4
contig_31	cds	6426	6857	+	LDJNFA_03950		hypothetical protein	PFAM:PF00881.27
contig_31	cds	6988	7683	+	LDJNFA_03955		hypothetical protein	PFAM:PF13349.9
contig_31	cds	7731	9059	-	LDJNFA_03960		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_N2ARC6
contig_31	cds	9219	10979	-	LDJNFA_03965		DNA-binding protein	SO:0001217, UniRef:UniRef50_I7KKZ2
contig_31	cds	11033	11128	+	LDJNFA_03970		hypothetical protein	
contig_31	cds	11107	11541	-	LDJNFA_03975		hypothetical protein	PFAM:PF03992.19
contig_31	ncRNA	11538	11598	-	LDJNFA_03980	Transposase-1	Transposase-1 RNA	RFAM:RF03014, SO:0000655
contig_31	cds	11639	12793	-	LDJNFA_03985		Transposase	SO:0001217, UniRef:UniRef50_A0A6N4HRK0
contig_31	cds	12735	13403	-	LDJNFA_03990		IS607 family transposase	SO:0001217, UniRef:UniRef50_A0A512PL96
contig_31	cds	13678	15129	+	LDJNFA_03995		Fumarate reductase, flavoprotein subunit, N-terminally truncated	SO:0001217, UniRef:UniRef50_D0R4G0
contig_31	cds	15186	16142	-	LDJNFA_04000	nupQ	Guanosine ABC transporter permease protein NupQ	SO:0001217, UniRef:UniRef50_O05255
contig_31	cds	16139	17257	-	LDJNFA_04005		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A0R2KII2
contig_31	cds	17250	18794	-	LDJNFA_04010		Simple sugar transport system ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A380KNS4
contig_31	cds	18889	19980	-	LDJNFA_04015		Bmp domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6A5G6
contig_31	cds	20134	21228	-	LDJNFA_04020		Bmp domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6A5G6
contig_31	cds	21523	22911	+	LDJNFA_04025		hypothetical protein	PFAM:PF00370.24, PFAM:PF02782.19
contig_31	cds	23088	23612	-	LDJNFA_04030	pepI	Uncharacterized N-acetyltransferase in pepI 3'region	SO:0001217, UniRef:UniRef50_P46543
contig_31	cds	24494	26221	+	LDJNFA_04035		hypothetical protein	PFAM:PF04650.20
contig_32	cds	791	1687	+	LDJNFA_04040		hypothetical protein	
contig_32	cds	1664	1975	-	LDJNFA_04045		Tnp-DDE-dom domain-containing protein	SO:0001217, UniRef:UniRef50_U6FJP4
contig_32	cds	2044	2370	-	LDJNFA_04050		hypothetical protein	
contig_32	cds	2364	2663	-	LDJNFA_04055		hypothetical protein	PFAM:PF01609.24
contig_32	cds	3011	3352	-	LDJNFA_04060		Transcriptional modulator of maze toxin, mazf	SO:0001217, UniRef:UniRef50_A0A0R2H8S4
contig_32	cds	3346	3594	-	LDJNFA_04065		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0U5K166
contig_32	cds	4284	5240	-	LDJNFA_04070		Bacteriocin helveticin-J	SO:0001217, UniRef:UniRef50_P22294
contig_32	cds	5275	5949	-	LDJNFA_04075		MmcQ/YjbR family DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A2S0M5R8
contig_32	cds	6081	6734	+	LDJNFA_04080		hypothetical protein	
contig_32	cds	6789	7130	-	LDJNFA_04085	mazG	MazG domain-containing protein	SO:0001217, UniRef:UniRef50_R9KQG5
contig_32	cds	7195	9327	-	LDJNFA_04090		hypothetical protein	PFAM:PF04205.17
contig_32	cds	9329	11146	-	LDJNFA_04095		Fumarate reductase	SO:0001217, UniRef:UniRef50_A0A137PWA3
contig_32	cds	11252	11554	-	LDJNFA_04100		hypothetical protein	
contig_32	cds	11591	12127	-	LDJNFA_04105		hypothetical protein	PFAM:PF00126.30
contig_32	cds	12333	12896	-	LDJNFA_04110		hypothetical protein	
contig_32	cds	13107	14444	-	LDJNFA_04115		hypothetical protein	
contig_32	cds	14519	17602	-	LDJNFA_04120		DEAD/DEAH box helicase family protein	SO:0001217, UniRef:UniRef50_A0A7X8U796
contig_32	cds	17604	18599	-	LDJNFA_04125		hypothetical protein	
contig_32	cds	18556	19515	-	LDJNFA_04130		hypothetical protein	
contig_32	cds	19517	20149	-	LDJNFA_04135		DUF4391 domain-containing protein	SO:0001217, UniRef:UniRef50_F0HTH6
contig_32	cds	20150	23431	-	LDJNFA_04140		ATP-dependent helicase	SO:0001217, UniRef:UniRef50_A0A1Z5HBL7
contig_32	cds	23779	24234	-	LDJNFA_04145		hypothetical protein	
contig_33	cds	298	408	+	LDJNFA_04150		hypothetical protein	
contig_33	cds	429	911	+	LDJNFA_04155		hypothetical protein	
contig_33	cds	990	1313	+	LDJNFA_04160		Branched-chain amino acid transport protein	SO:0001217, UniRef:UniRef50_G2KUT2
contig_33	cds	1352	2746	-	LDJNFA_04165	yfcC	YfcC family protein	SO:0001217, UniRef:UniRef50_S0RUG1
contig_33	cds	2721	2882	-	LDJNFA_04170		hypothetical protein	
contig_33	cds	3029	5104	+	LDJNFA_04175		hypothetical protein	
contig_33	cds	5227	6141	-	LDJNFA_04180	eamA	EamA family transporter	SO:0001217, UniRef:UniRef50_G2KUK4
contig_33	cds	6233	6964	-	LDJNFA_04185		Abhydrolase-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1UUG8
contig_33	cds	7327	8019	+	LDJNFA_04190		FMN reductase (NADPH)	SO:0001217, UniRef:UniRef50_A0A385XLN0
contig_33	cds	8026	8817	+	LDJNFA_04195		hypothetical protein	PFAM:PF00702.29, PFAM:PF08282.15
contig_33	cds	8945	10216	+	LDJNFA_04200		ATP-binding protein	SO:0001217, UniRef:UniRef50_F2M3D0
contig_33	cds	10757	11530	-	LDJNFA_04205		hypothetical protein	PFAM:PF13529.9
contig_33	cds	11718	12086	+	LDJNFA_04210		DUF2255 domain-containing protein	SO:0001217, UniRef:UniRef50_F2LZP6
contig_33	cds	12130	13215	-	LDJNFA_04215		DUF871 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5FJQ2
contig_33	cds	13442	14782	+	LDJNFA_04220		MATE family efflux transporter	SO:0001217, UniRef:UniRef50_S0NWV9
contig_33	cds	14872	16230	+	LDJNFA_04225	norM	MOP/MATE family multidrug-resistance efflux pump NorM	SO:0001217, UniRef:UniRef50_I7IYR8
contig_33	cds	16345	17250	+	LDJNFA_04230		Beta-glucoside kinase	SO:0001217, UniRef:UniRef50_A0A6S4N505
contig_33	cds	17250	18119	+	LDJNFA_04235		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A249NJS4
contig_33	cds	18236	19129	+	LDJNFA_04240		Hydrolase, alpha/beta domain protein	SO:0001217, UniRef:UniRef50_E7FSS6
contig_33	cds	19158	20456	+	LDJNFA_04245		Permease IIC component	SO:0001217, UniRef:UniRef50_A0A174I1S2
contig_33	cds	20644	22125	+	LDJNFA_04250		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A376GUY3
contig_33	cds	22278	22862	+	LDJNFA_04255		hypothetical protein	PFAM:PF00132.27, PFAM:PF14602.9
contig_33	cds	23138	23503	+	LDJNFA_04260		hypothetical protein	PFAM:PF00881.27
contig_34	cds	3	1166	-	LDJNFA_04265		DNA polymerase IV	SO:0001217, UniRef:UniRef50_A0A3R9J566
contig_34	cds	1187	1885	-	LDJNFA_04270		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_G5JRD5
contig_34	cds	2021	2941	+	LDJNFA_04275		Aldo-ket-red domain-containing protein	SO:0001217, UniRef:UniRef50_U4TSE7
contig_34	cds	3418	4512	-	LDJNFA_04280	xerS	Tyrosine recombinase XerS	SO:0001217, UniRef:UniRef50_N1Z9Q0
contig_34	cds	4710	5771	+	LDJNFA_04285		hypothetical protein	
contig_34	cds	5839	6657	-	LDJNFA_04290		hypothetical protein	PFAM:PF00702.29, PFAM:PF08282.15
contig_34	cds	6825	7352	+	LDJNFA_04295		hypothetical protein	
contig_34	cds	7417	7728	+	LDJNFA_04300		hypothetical protein	
contig_34	cds	7743	8024	-	LDJNFA_04305		hypothetical protein	
contig_34	cds	8394	8984	-	LDJNFA_04310		hypothetical protein	PFAM:PF00746.24
contig_34	cds	9073	9621	+	LDJNFA_04315		hypothetical protein	
contig_34	cds	9671	10144	+	LDJNFA_04320		hypothetical protein	
contig_34	cds	10276	10551	+	LDJNFA_04325		hypothetical protein	PFAM:PF02604.22
contig_34	cds	10544	10816	+	LDJNFA_04330	yoeB	Putative mRNA interferase YoeB	SO:0001217, UniRef:UniRef50_A0A369QJ03
contig_34	cds	10869	11387	+	LDJNFA_04335		hypothetical protein	
contig_34	cds	11380	11547	+	LDJNFA_04340		hypothetical protein	
contig_34	cds	11522	11920	+	LDJNFA_04345		hypothetical protein	
contig_34	cds	11935	12147	+	LDJNFA_04350		hypothetical protein	
contig_34	cds	12137	12589	+	LDJNFA_04355		Phage holin	SO:0001217, UniRef:UniRef50_F0TFC1
contig_34	cds	12558	13463	+	LDJNFA_04360		lysozyme	SO:0001217, UniRef:UniRef50_Q38359
contig_34	cds	14260	14604	-	LDJNFA_04365		hypothetical protein	
contig_34	cds	14643	16226	-	LDJNFA_04370		hypothetical protein	PFAM:PF00155.24
contig_34	cds	16352	17755	-	LDJNFA_04375		Beta-Ala-Xaa dipeptidase	SO:0001217, UniRef:UniRef50_P45494
contig_34	cds	18173	18805	+	LDJNFA_04380		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_G0WJT8
contig_34	cds	18873	19670	-	LDJNFA_04385		Lipoprotein	SO:0001217, UniRef:UniRef50_D4YRI8
contig_34	cds	19904	21217	+	LDJNFA_04390		Aminopeptidase E	SO:0001217, UniRef:UniRef50_P94870
contig_34	cds	21323	21754	-	LDJNFA_04395		hypothetical protein	
contig_35	cds	230	994	+	LDJNFA_04400		Nitroreductase domain-containing protein	SO:0001217, UniRef:UniRef50_S1QWY1
contig_35	cds	987	1751	-	LDJNFA_04405		hypothetical protein	
contig_35	cds	1861	2157	+	LDJNFA_04410		hypothetical protein	PFAM:PF01022.23, PFAM:PF12840.10, PFAM:PF13412.9
contig_35	cds	2220	2777	+	LDJNFA_04415		hypothetical protein	PFAM:PF00724.23
contig_35	cds	3009	3425	+	LDJNFA_04420		hypothetical protein	PFAM:PF00724.23
contig_35	cds	3431	4114	+	LDJNFA_04425		Molecular chaperone Hsp31 and glyoxalase 3	SO:0001217, UniRef:UniRef50_A0A2I1M9K0
contig_35	tRNA	4179	4251	+	LDJNFA_04430	trnT	tRNA-Thr(cgt)	SO:0000270
contig_35	cds	4660	5379	-	LDJNFA_04435		Purine nucleoside phosphorylase DeoD-type	SO:0001217, UniRef:UniRef50_Q03Q52
contig_35	cds	5395	6594	-	LDJNFA_04440		Phosphopentomutase	SO:0001217, UniRef:UniRef50_Q03Q51
contig_35	cds	6596	7267	-	LDJNFA_04445		Deoxyribose-phosphate aldolase	SO:0001217, UniRef:UniRef50_Q88Z64
contig_35	cds	7389	7805	-	LDJNFA_04450	psiE	Protein PsiE	SO:0001217, UniRef:UniRef50_C2ELH2
contig_35	cds	7879	8397	+	LDJNFA_04455		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q74I20
contig_35	cds	8445	8558	-	LDJNFA_04460	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A5VLW4
contig_35	cds	8797	9477	+	LDJNFA_04465		hypothetical protein	
contig_35	cds	9558	10409	+	LDJNFA_04470		SEC10/PgrA surface exclusion domain-containing protein	SO:0001217, UniRef:UniRef50_D4YVS2
contig_35	cds	10428	11006	+	LDJNFA_04475		Histidine phosphatase family protein	SO:0001217, UniRef:UniRef50_A0A0R2KNC6
contig_35	cds	11186	12085	+	LDJNFA_04480		PTS system mannose-specific EIIAB component	SO:0001217, UniRef:UniRef50_A0A6P1YB31
contig_35	cds	12096	12896	+	LDJNFA_04485		Phosphoenolpyruvate-dependent sugar phosphotransferase system EIIC	SO:0001217, UniRef:UniRef50_A0A0R1ZK75
contig_35	cds	12886	13689	+	LDJNFA_04490		PTS fructose transporter subunit IID	SO:0001217, UniRef:UniRef50_A0A242LRN9
contig_35	cds	13717	14523	-	LDJNFA_04495		HAD family phosphatase	SO:0001217, UniRef:UniRef50_Q74KP4
